code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
0,0,96994,0,4,1,4,1,3,585.0,0,1
0,1,13222,0,9,0,3,2,1,160.0,0,1
0,2,38072,0,3,1,1,2,4,165.0,0,1
0,3,31384,1,3,2,2,2,4,150.0,0,1
0,3,18677,0,11,2,6,1,2,225.0,1,0
1,3,83371,0,8,1,8,1,0,390.0,1,2
1,1,21487,0,12,0,0,2,0,330.0,1,1
1,2,92475,1,5,4,4,2,2,170.0,1,1
0,2,39246,0,7,4,0,2,2,195.0,0,0
0,1,57713,1,2,1,0,2,3,360.0,0,0
1,3,91704,0,10,1,1,2,4,135.0,0,1
0,1,32718,1,5,2,10,2,0,60.0,1,1
1,0,30079,0,6,2,4,1,2,225.0,1,1
1,0,82014,0,3,2,6,2,0,170.0,0,1
1,1,73698,1,3,0,1,1,1,655.0,1,1
1,2,81747,1,8,2,4,1,0,165.0,0,1
0,2,45114,0,12,0,2,2,3,70.0,0,1
0,2,53291,0,7,1,9,1,3,70.0,1,0
1,0,98507,1,5,4,2,2,0,105.0,1,2
0,2,68161,1,7,0,6,1,2,100.0,0,1
0,2,84267,0,12,4,9,0,1,170.0,0,1
1,0,47386,0,3,3,8,1,1,585.0,1,1
1,2,47504,1,9,4,3,0,4,135.0,1,1
0,3,90713,1,12,3,3,1,3,165.0,0,0
1,0,26126,0,3,1,7,0,3,135.0,0,1
1,2,39649,1,6,2,8,2,3,160.0,0,0
1,1,56410,0,9,2,9,0,4,90.0,0,1
0,3,84491,1,3,3,6,2,0,240.0,0,1
0,2,23182,1,0,3,0,2,2,240.0,0,0
1,2,92152,1,2,3,1,0,2,225.0,0,1
0,3,90415,0,9,3,2,0,1,60.0,0,0
1,1,90244,0,6,1,1,2,1,240.0,1,1
0,1,27603,1,4,1,6,2,2,325.0,0,1
0,3,79847,0,7,3,3,1,3,360.0,0,1
1,3,54509,1,8,0,1,0,2,90.0,0,0
1,1,99565,0,10,1,10,2,1,220.0,1,1
1,3,64926,1,1,3,8,0,0,105.0,1,1
0,0,95434,1,10,3,5,1,3,60.0,0,0
1,2,22796,1,0,1,6,1,0,120.0,0,1
1,2,64005,0,1,3,3,1,3,90.0,0,1
1,2,75826,0,11,1,7,1,3,130.0,0,1
1,1,66462,1,5,3,2,2,4,300.0,1,1
1,1,29885,0,0,4,8,1,0,170.0,1,1
0,0,17347,0,10,2,2,1,4,170.0,0,0
0,1,27597,0,4,1,6,1,3,120.0,1,1
1,2,44799,1,12,2,6,0,4,120.0,0,0
0,1,82740,0,7,1,1,0,3,345.0,1,1
1,1,94707,0,2,1,5,0,1,150.0,1,2
1,0,17196,0,11,2,2,1,1,75.0,1,1
1,0,72039,1,9,0,8,0,4,135.0,1,1
0,0,95310,0,7,3,3,0,4,75.0,0,1
1,0,39561,0,12,2,10,0,0,130.0,0,1
1,0,71090,1,1,2,3,1,1,120.0,0,1
1,3,84036,0,10,0,6,0,4,220.0,1,1
1,1,65835,0,12,2,8,1,1,325.0,0,0
1,2,58886,1,6,1,0,0,4,220.0,0,1
1,1,89411,1,4,1,10,0,3,360.0,1,1
0,2,58035,0,9,2,0,0,4,135.0,1,1
0,3,87854,0,3,2,10,2,2,300.0,0,1
0,0,39185,0,0,3,3,2,2,100.0,0,0
0,2,74649,1,10,4,3,0,1,220.0,1,1
0,3,89999,1,9,0,3,2,4,270.0,1,1
0,2,26861,0,10,3,7,0,0,150.0,1,1
1,3,25084,0,10,1,8,1,3,75.0,0,1
1,1,39270,0,8,2,6,2,0,90.0,1,0
0,0,59263,1,5,1,1,2,4,100.0,0,1
0,0,58083,1,0,2,4,2,1,105.0,1,0
1,2,17856,1,0,4,9,2,3,210.0,0,1
1,1,94609,0,2,3,7,1,2,270.0,0,1
1,3,59311,1,1,2,10,1,3,195.0,1,0
1,3,72221,1,10,4,3,2,0,210.0,0,0
1,0,75284,1,9,3,10,2,3,195.0,0,0
1,2,12780,1,5,1,1,2,4,270.0,0,1
1,1,21386,1,12,3,1,1,4,240.0,0,1
0,3,99845,1,0,2,3,0,1,655.0,1,1
1,0,60420,1,9,2,2,0,2,420.0,0,0
0,3,56092,1,10,4,1,0,1,130.0,0,1
0,0,17172,1,10,2,8,0,4,420.0,1,1
1,0,44038,0,7,0,6,2,4,90.0,1,0
0,2,86024,0,1,0,1,0,2,60.0,1,1
1,3,42097,1,7,2,6,2,2,390.0,1,2
1,0,63724,1,4,4,10,0,4,75.0,1,0
1,3,42080,0,12,2,6,1,4,195.0,0,1
1,3,22222,1,9,3,3,2,4,195.0,1,0
1,0,62244,1,0,1,5,1,2,345.0,1,1
1,0,55754,1,11,0,8,2,0,120.0,0,1
1,2,98759,0,8,3,8,1,1,90.0,0,0
0,3,40211,1,8,0,9,2,3,330.0,0,1
1,2,55751,1,12,0,8,2,1,210.0,1,1
0,1,50474,1,9,4,3,0,4,130.0,0,0
0,0,81839,1,3,0,5,2,3,70.0,1,1
0,3,25654,0,4,1,9,1,4,70.0,0,0
0,3,86099,1,1,3,4,0,3,420.0,1,0
1,3,99696,0,10,1,2,1,0,360.0,1,1
0,3,62280,0,10,0,4,0,3,585.0,1,1
0,0,45490,1,10,1,7,0,4,325.0,1,0
1,0,58069,0,11,2,4,2,0,330.0,1,2
0,1,40474,0,9,1,1,1,4,105.0,1,1
0,3,46733,0,4,1,6,0,1,60.0,0,1
0,2,37640,0,3,3,4,1,0,345.0,0,0
1,3,62011,0,1,4,7,1,4,160.0,1,0
1,0,46408,1,0,1,8,0,2,360.0,1,1
1,3,90403,0,5,4,7,0,4,75.0,1,1
1,2,81727,0,10,3,3,1,2,195.0,1,1
1,0,31856,0,1,1,7,2,0,225.0,1,1
1,2,46063,1,6,4,6,2,4,655.0,0,2
1,0,40335,0,0,1,1,0,4,270.0,0,1
0,2,65487,0,7,1,1,0,0,225.0,1,0
1,3,47252,1,1,1,5,2,0,225.0,0,1
1,2,90452,0,11,1,8,1,0,60.0,1,0
1,1,22549,1,4,0,9,0,4,225.0,0,0
0,0,91256,1,2,0,9,2,1,655.0,1,0
0,1,30077,0,8,2,1,1,4,325.0,1,0
1,0,27214,0,3,1,7,2,2,120.0,0,1
0,2,47013,0,11,2,2,2,2,655.0,0,1
1,1,23768,1,3,4,6,1,2,210.0,0,0
0,1,29891,1,0,3,9,1,3,585.0,0,0
1,0,11385,1,9,3,6,1,0,420.0,0,1
1,2,82678,0,8,0,5,2,3,300.0,1,1
1,0,32753,1,4,0,7,0,2,70.0,0,1
0,1,77289,0,9,4,6,2,0,165.0,0,1
1,1,54975,0,1,4,9,1,3,330.0,1,1
1,2,43855,1,1,2,6,0,1,130.0,1,0
0,2,23056,0,11,2,3,2,4,105.0,1,1
0,0,37285,0,7,1,3,1,4,270.0,1,2
0,1,85090,1,11,1,6,0,2,60.0,1,1
1,1,75353,1,3,3,7,2,4,150.0,0,0
1,2,30038,1,11,0,4,2,2,135.0,0,0
1,2,31331,0,7,1,2,0,1,360.0,1,2
0,1,98771,0,3,3,4,1,4,210.0,0,1
1,1,64282,0,12,3,0,1,4,300.0,0,1
0,0,34806,1,8,1,7,0,4,390.0,0,0
0,0,83827,1,5,3,9,0,1,195.0,1,1
0,3,61885,0,1,2,8,2,0,120.0,1,1
0,1,62288,1,9,2,1,2,0,345.0,1,0
1,1,12605,1,4,2,2,1,4,135.0,1,1
1,0,78436,0,5,2,10,2,4,180.0,0,0
0,1,91592,0,5,1,9,2,2,585.0,0,1
1,0,19072,0,10,4,1,1,2,420.0,0,1
1,2,32089,1,2,3,9,2,3,70.0,1,0
1,1,36109,0,3,0,7,2,0,225.0,1,1
1,0,97071,0,2,3,5,1,2,195.0,1,0
1,2,30524,1,0,3,8,2,2,360.0,1,2
1,0,60202,0,1,1,8,2,1,75.0,1,0
0,0,43464,1,8,2,6,2,1,105.0,0,2
1,0,94011,1,8,4,3,0,4,585.0,1,1
0,1,37022,0,1,4,5,1,4,90.0,0,1
0,2,25800,0,1,2,1,0,3,70.0,1,1
1,2,26850,1,0,3,4,1,1,90.0,0,1
1,0,49166,0,12,4,6,1,3,105.0,1,1
0,0,21745,1,5,1,9,2,4,390.0,0,0
0,0,28957,1,3,2,8,0,3,225.0,0,1
0,3,30476,1,12,2,1,2,3,390.0,0,1
0,3,10657,0,7,2,9,2,4,345.0,0,0
1,1,85794,0,11,0,5,0,1,240.0,0,1
0,3,60974,1,6,1,9,0,2,160.0,1,1
1,3,85266,0,12,3,0,0,2,105.0,0,1
1,2,28483,1,12,0,10,2,2,330.0,1,2
0,2,59784,1,2,1,8,0,1,270.0,0,0
1,2,58542,1,8,3,1,2,3,345.0,1,0
1,1,26839,0,0,0,5,0,3,75.0,0,0
0,0,32695,0,12,2,9,1,4,80.0,0,0
1,2,37057,0,4,4,9,2,4,585.0,1,1
1,0,60678,0,2,2,6,0,0,360.0,1,1
1,0,77106,1,1,2,10,0,4,75.0,1,1
0,3,54875,0,12,0,5,0,3,330.0,0,0
1,3,88077,0,2,2,3,0,0,195.0,1,1
1,1,41395,0,3,0,4,0,4,105.0,1,0
1,2,95056,1,3,4,1,0,2,655.0,1,1
1,2,89156,0,0,0,4,0,2,225.0,1,1
0,3,54462,1,9,4,1,2,0,220.0,1,1
0,2,38059,0,8,4,9,1,3,100.0,1,1
0,2,84052,0,11,0,3,1,4,655.0,1,1
1,3,44321,0,2,2,0,1,4,655.0,0,2
0,2,83252,1,9,2,6,1,3,270.0,1,1
1,0,73565,1,2,0,7,1,4,420.0,1,1
0,3,74076,0,4,1,1,2,4,80.0,0,1
0,1,23597,0,10,3,4,0,1,90.0,0,1
1,3,13238,0,0,2,4,1,3,330.0,0,1
0,3,94648,1,12,4,3,1,3,70.0,1,1
0,2,12862,0,10,0,6,0,3,240.0,0,1
1,0,64052,0,7,3,8,1,0,80.0,1,0
1,1,23791,0,8,3,10,1,0,180.0,0,1
0,3,15956,0,2,1,0,2,1,120.0,0,1
0,3,58062,1,1,2,7,0,0,225.0,1,1
1,0,18586,1,12,1,6,0,2,330.0,1,1
0,0,89889,1,7,1,1,1,2,75.0,1,1
1,0,94987,0,4,1,10,0,2,345.0,1,1
0,2,69061,1,1,1,9,2,2,420.0,1,2
0,3,42674,0,3,0,10,2,1,135.0,1,1
1,2,37048,0,12,0,5,1,3,195.0,1,0
0,3,48656,0,10,1,10,0,2,100.0,0,0
1,2,29042,0,3,0,9,2,3,655.0,1,2
1,0,36582,1,2,2,7,0,2,150.0,1,1
1,1,87549,0,6,4,7,1,2,100.0,0,1
0,3,94888,1,11,0,1,0,0,130.0,1,2
0,0,32032,0,1,2,0,2,2,300.0,1,1
0,0,79245,1,10,2,8,0,3,120.0,1,0
0,1,71517,1,8,2,2,0,2,240.0,1,1
1,1,16701,0,6,4,6,0,4,80.0,1,1
0,3,95536,0,11,1,0,1,3,240.0,1,0
1,0,20841,0,0,3,4,2,3,75.0,0,0
0,0,64735,1,9,2,7,0,3,330.0,1,1
0,1,99353,0,3,3,4,2,0,160.0,1,0
1,1,75459,1,7,1,9,2,1,655.0,0,1
0,1,68328,0,9,3,10,2,3,240.0,0,1
1,2,28394,0,3,3,2,1,3,420.0,1,0
1,0,67718,0,3,2,8,2,3,75.0,0,1
0,0,49309,0,1,2,2,0,2,75.0,0,1
0,1,88901,1,4,3,7,1,4,170.0,1,1
1,3,45148,0,4,0,1,1,1,75.0,0,1
0,2,77953,1,1,4,10,0,0,195.0,0,1
1,0,33944,0,2,1,6,1,4,105.0,0,0
1,2,47077,0,0,4,8,2,1,75.0,0,1
1,2,46945,0,8,4,8,2,1,585.0,0,0
0,3,67602,1,3,2,0,0,3,100.0,0,1
1,1,48163,1,0,3,2,2,0,120.0,1,0
0,3,97238,0,1,2,2,0,0,655.0,1,1
1,3,74003,1,10,0,5,0,4,70.0,1,2
1,3,68997,0,5,0,3,0,1,325.0,0,0
1,0,47197,0,9,3,5,1,4,165.0,0,0
0,1,29262,1,11,4,6,0,4,300.0,0,1
0,2,61540,0,6,4,0,2,4,330.0,0,1
0,2,96587,1,10,2,10,1,1,220.0,1,2
0,3,64397,0,8,1,3,1,1,240.0,1,0
0,1,92541,0,12,0,4,0,2,170.0,1,1
1,3,69622,1,0,0,9,1,0,120.0,1,1
1,1,41999,0,7,2,7,2,1,330.0,0,1
0,2,70656,1,1,2,8,1,1,585.0,1,1
1,2,11576,1,8,4,0,1,3,360.0,1,1
0,1,29549,1,5,0,9,0,2,225.0,0,1
1,0,45836,1,12,4,0,1,4,180.0,1,1
0,3,98705,1,3,3,5,0,3,135.0,0,2
0,3,28250,0,5,3,6,1,3,270.0,1,0
1,0,99209,0,1,3,1,2,4,150.0,1,1
1,2,83357,1,7,3,8,2,3,70.0,0,1
0,0,79224,0,3,1,10,0,3,75.0,1,1
1,1,66845,0,4,1,0,1,0,165.0,0,1
1,1,80331,1,12,4,5,2,0,360.0,0,1
0,3,35468,1,4,3,7,1,3,345.0,1,1
1,0,71502,0,1,2,1,1,1,150.0,1,0
0,1,67299,1,12,1,9,0,3,345.0,1,2
0,2,41856,0,9,3,5,1,3,80.0,1,0
0,0,95651,1,10,3,8,2,2,220.0,0,2
1,1,13353,0,6,4,9,0,3,165.0,0,0
0,1,42254,1,1,1,3,2,4,135.0,0,0
1,0,35198,0,12,4,1,1,3,345.0,1,0
0,1,49202,1,6,0,4,1,0,160.0,0,0
1,3,87210,0,8,2,4,2,3,70.0,0,1
0,3,42629,1,12,1,6,0,3,180.0,0,1
1,0,25620,0,12,3,9,1,4,655.0,1,1
0,0,97087,1,2,3,9,2,2,360.0,1,0
0,2,36221,0,9,1,1,1,3,70.0,1,0
1,2,21774,1,11,0,1,1,0,345.0,0,1
1,1,94579,1,3,2,2,1,4,345.0,1,1
1,3,48582,0,7,0,8,0,1,75.0,1,0
0,2,32454,1,11,1,9,2,2,345.0,0,0
0,2,49546,0,12,4,0,0,0,120.0,0,1
0,1,95693,0,1,4,8,2,4,325.0,1,1
0,2,54697,0,3,0,5,1,1,130.0,0,1
1,3,78194,0,0,4,7,2,1,135.0,1,1
1,0,63051,1,2,0,3,0,3,160.0,0,1
0,3,58965,1,7,3,5,1,0,80.0,1,1
1,2,57528,0,1,2,2,1,3,180.0,1,1
0,0,25455,0,6,0,10,2,3,60.0,0,1
1,1,79223,1,10,3,2,1,3,240.0,0,0
1,0,66599,0,1,2,8,2,4,80.0,0,1
0,2,23825,1,9,2,5,1,0,420.0,1,0
0,3,14273,0,8,0,1,0,1,160.0,0,0
0,2,39400,0,12,4,7,0,3,195.0,0,1
1,0,50399,0,9,3,3,2,2,195.0,0,1
0,0,49470,0,12,4,7,1,1,80.0,1,1
1,2,42151,1,3,4,9,0,0,585.0,1,0
0,0,63603,0,6,3,0,1,0,150.0,1,1
1,1,24799,1,8,2,9,1,2,80.0,0,0
1,0,73713,1,0,1,9,0,0,130.0,1,1
0,1,52914,1,5,0,2,1,1,80.0,0,1
1,0,62283,1,10,0,10,0,2,180.0,0,0
0,2,99777,1,7,3,3,2,2,420.0,0,1
1,1,62068,0,4,1,2,1,1,360.0,1,0
1,0,78944,0,0,3,6,1,1,655.0,0,1
1,3,92731,1,10,2,0,0,1,70.0,0,0
0,3,92686,0,10,2,9,0,4,325.0,1,2
1,3,13343,0,1,0,0,1,1,150.0,0,1
1,1,29271,0,3,1,9,2,0,325.0,1,1
1,2,29702,1,10,3,4,1,3,585.0,0,0
0,2,73858,0,7,3,9,1,3,300.0,1,0
0,2,38321,0,1,4,4,2,2,270.0,0,2
0,1,14048,1,0,0,5,1,3,195.0,0,1
1,2,29294,0,10,2,9,2,4,75.0,1,1
1,2,83831,1,3,1,8,2,0,360.0,0,2
1,0,21169,1,11,3,8,1,0,60.0,1,0
0,1,42161,0,10,0,10,1,2,100.0,1,1
0,1,50280,1,1,1,6,1,3,120.0,0,1
1,3,85533,1,7,0,10,1,4,130.0,0,1
1,3,16727,0,12,3,9,2,1,150.0,0,1
1,1,59028,1,8,2,1,0,0,225.0,0,1
0,2,80972,1,0,3,9,0,2,360.0,1,0
0,1,16281,0,12,1,6,1,2,345.0,0,1
0,1,44467,1,8,3,6,0,2,585.0,0,0
1,1,10786,0,6,1,3,2,2,75.0,0,0
1,1,13663,0,4,0,10,0,1,360.0,0,0
1,2,20200,1,3,0,6,1,4,420.0,0,1
1,3,21703,0,12,1,1,0,2,220.0,1,1
0,3,50980,1,0,1,10,2,3,360.0,1,1
1,3,12164,1,11,0,1,0,1,160.0,0,0
1,0,49616,1,6,1,9,0,0,195.0,0,1
0,3,99949,0,6,3,10,2,0,150.0,0,1
1,0,38896,0,0,4,5,0,3,225.0,0,1
1,1,25174,0,10,4,7,2,2,210.0,1,0
1,1,67541,1,11,2,3,0,3,360.0,1,1
1,3,60045,1,3,0,4,0,1,75.0,1,0
1,0,49555,1,10,1,5,0,3,80.0,0,0
1,3,73764,1,4,4,3,2,3,170.0,1,0
0,0,35893,0,7,0,6,2,3,195.0,0,1
1,3,77781,0,11,4,8,2,3,360.0,1,1
1,0,13484,0,12,2,3,1,3,345.0,1,1
1,1,44123,1,7,3,3,2,2,160.0,1,1
1,1,78000,1,8,1,8,2,3,390.0,1,2
0,3,93578,0,0,1,10,1,2,80.0,1,1
0,2,86134,0,7,3,10,2,3,240.0,1,1
0,3,38593,0,6,1,0,1,0,70.0,0,1
1,1,52223,1,6,0,2,2,3,100.0,0,1
0,3,27851,0,1,0,2,2,0,210.0,0,1
1,2,35986,0,6,2,6,1,1,325.0,0,2
1,3,96279,0,8,2,6,1,0,170.0,0,0
1,1,99569,0,8,2,9,1,1,390.0,1,1
0,3,99086,1,12,2,1,0,4,180.0,0,0
0,0,47580,1,5,4,5,0,4,300.0,0,0
0,3,45811,1,6,3,10,2,1,70.0,1,1
1,1,74026,0,10,3,3,1,3,100.0,0,0
0,1,28589,1,11,2,3,0,1,210.0,1,2
0,0,56546,0,8,0,7,1,0,100.0,1,0
1,3,82707,1,2,1,7,2,3,70.0,1,1
1,2,84344,0,10,1,5,2,1,70.0,1,1
1,2,64245,0,3,3,8,0,1,325.0,1,0
1,0,87810,1,2,4,8,0,1,135.0,0,1
0,1,69709,1,4,4,9,0,1,80.0,1,1
0,2,58470,0,1,3,0,1,4,330.0,0,1
0,0,65013,0,3,4,2,1,2,195.0,0,0
1,1,83993,1,9,1,2,1,2,655.0,0,0
1,0,29677,1,0,0,2,0,3,300.0,0,1
0,2,70082,0,9,1,8,1,0,135.0,0,1
0,0,44384,0,9,2,0,2,1,170.0,1,1
0,3,67072,0,10,0,1,0,0,240.0,0,1
0,3,86480,0,0,0,5,0,1,120.0,1,0
1,0,55618,1,1,3,10,1,2,195.0,1,1
1,1,56598,1,0,2,0,2,1,100.0,1,1
1,2,67903,1,1,2,1,2,4,150.0,0,1
0,1,41001,0,2,1,3,2,3,345.0,0,1
1,2,39879,0,3,0,9,2,1,105.0,0,2
1,0,63955,0,7,2,7,1,0,90.0,0,1
1,0,54550,0,8,1,5,0,2,80.0,0,0
0,2,36906,0,10,2,3,0,4,360.0,0,1
0,0,43708,0,3,4,9,1,2,420.0,0,1
0,1,65457,0,11,3,8,2,4,105.0,0,2
0,1,14780,0,1,1,10,0,2,170.0,0,1
1,3,57878,0,0,1,0,0,3,390.0,0,1
0,3,76983,1,7,4,1,0,3,390.0,0,0
1,2,60530,0,9,0,10,0,0,585.0,0,1
1,2,59731,1,10,1,0,1,2,210.0,1,0
0,0,61414,1,0,4,6,1,3,390.0,0,1
1,2,48340,1,12,1,1,1,2,130.0,0,1
0,0,32867,1,1,4,2,0,0,70.0,0,1
1,3,10817,1,8,1,10,1,2,420.0,0,1
1,1,67967,0,1,4,3,0,4,655.0,1,1
1,1,75027,1,0,2,10,2,1,585.0,1,1
1,0,83586,1,3,0,5,0,3,325.0,0,1
0,3,71368,0,6,4,7,0,0,135.0,1,1
1,2,99067,1,1,3,4,2,4,120.0,1,1
0,0,61410,1,9,4,0,0,2,160.0,1,1
1,1,64160,1,5,2,2,0,0,130.0,0,1
0,1,43021,1,3,1,4,0,2,130.0,1,1
0,0,34752,0,8,4,2,2,1,240.0,1,1
1,1,96610,1,0,2,8,2,1,150.0,0,1
0,1,54495,0,1,0,4,2,4,240.0,0,0
0,3,42385,0,3,3,6,2,2,270.0,0,0
1,0,92512,1,11,0,3,1,1,330.0,1,0
1,0,99880,0,6,1,5,2,1,70.0,1,1
0,2,63017,0,3,4,10,0,0,180.0,0,1
0,0,17554,0,10,0,7,0,2,325.0,1,0
1,0,89181,1,8,0,8,2,4,60.0,0,0
0,1,57370,0,6,4,10,2,1,345.0,1,1
0,3,57850,1,2,3,0,1,2,345.0,1,1
0,1,66346,1,4,1,8,2,3,325.0,1,1
1,3,54095,1,2,1,2,2,2,60.0,0,1
0,1,12536,0,9,4,3,1,4,420.0,0,1
1,0,56407,0,7,4,7,0,2,170.0,0,1
1,0,31040,0,4,3,5,2,2,70.0,0,1
1,3,29626,0,0,1,6,0,2,165.0,1,0
1,2,13176,0,10,1,0,0,4,325.0,0,0
0,1,99682,1,12,3,10,0,4,120.0,1,1
1,2,95030,1,1,3,9,1,1,100.0,1,0
0,2,94985,1,5,0,6,0,0,585.0,1,0
1,0,68226,1,8,1,8,1,4,585.0,1,0
0,3,48536,1,5,1,5,0,2,165.0,0,0
1,0,93760,0,12,1,4,2,4,165.0,0,1
0,3,21327,0,11,1,9,2,0,70.0,0,1
0,0,18802,0,7,0,0,1,3,150.0,1,0
0,2,20039,0,5,1,10,0,4,330.0,0,0
1,1,23402,1,10,3,7,0,4,135.0,1,1
0,2,93627,1,11,2,10,1,0,225.0,0,0
0,2,92628,1,4,2,7,2,1,100.0,1,2
1,2,83693,0,8,1,10,0,4,160.0,0,0
1,1,48810,1,12,3,6,1,3,60.0,0,0
1,0,26290,1,10,4,2,0,0,100.0,0,1
0,3,71364,1,5,1,7,1,3,585.0,0,0
1,1,99248,0,6,0,7,0,3,325.0,0,1
1,2,81285,0,10,1,2,1,3,240.0,0,1
1,0,82441,1,1,1,6,2,2,390.0,0,1
0,3,57637,0,7,0,2,1,3,330.0,1,1
0,1,69840,1,3,1,3,1,4,100.0,0,2
0,0,47821,0,10,0,1,0,3,655.0,1,1
0,2,84448,1,2,0,6,2,0,70.0,1,0
0,1,49984,0,3,4,9,1,0,135.0,1,1
0,2,93209,1,4,2,4,1,0,150.0,0,1
0,2,90354,0,0,4,1,0,2,300.0,1,1
0,3,77244,0,0,3,7,2,2,70.0,0,1
0,1,19937,1,8,2,7,2,0,420.0,1,1
1,2,15965,1,9,4,2,2,0,360.0,1,1
0,1,47479,1,1,2,9,1,1,170.0,0,1
1,3,28104,0,11,4,5,1,2,90.0,1,1
1,3,42313,1,10,0,1,0,0,220.0,0,0
1,2,74136,1,0,2,7,2,0,345.0,1,0
0,0,25096,0,6,2,2,2,3,210.0,0,0
0,0,12700,1,4,3,7,2,0,180.0,0,1
1,1,62355,0,4,1,9,1,4,75.0,1,1
1,1,26927,0,2,0,8,2,1,225.0,1,1
0,2,38758,0,9,0,3,2,3,160.0,1,1
0,1,24638,0,1,2,4,0,0,390.0,1,0
1,2,83849,1,7,4,3,1,4,80.0,0,1
0,1,90701,1,1,3,4,0,2,180.0,0,1
1,2,12856,1,0,2,2,2,3,420.0,0,1
1,0,75472,0,9,3,2,0,1,325.0,1,0
0,1,85105,0,5,4,2,2,0,420.0,0,0
0,0,13742,1,11,3,6,1,1,300.0,0,1
0,2,15921,1,3,2,0,2,3,70.0,0,1
1,2,81410,0,5,3,3,1,0,80.0,1,1
0,2,83240,1,3,3,6,1,0,585.0,1,1
0,3,30526,0,10,2,3,1,1,80.0,1,1
0,1,53760,1,9,3,5,0,3,150.0,1,2
0,0,88012,0,8,0,8,1,2,150.0,0,2
0,0,10917,1,10,0,4,0,1,345.0,1,1
1,1,51692,0,7,3,10,2,0,420.0,0,1
1,1,50253,0,7,1,10,0,4,325.0,0,2
0,3,21905,0,1,3,6,2,1,390.0,0,2
0,1,58574,1,6,4,6,2,1,135.0,1,1
0,3,29564,0,0,2,10,1,0,90.0,1,0
0,1,60534,0,8,1,9,0,2,90.0,1,1
0,0,29942,1,3,3,1,0,2,120.0,0,0
0,0,21215,0,8,4,9,1,2,585.0,0,1
1,1,79880,0,3,1,2,1,3,165.0,0,0
0,2,81449,1,11,2,5,2,4,75.0,0,1
0,0,20680,1,3,4,6,2,0,655.0,1,0
1,3,14958,1,6,1,2,1,1,170.0,0,2
0,3,16426,1,11,3,9,1,0,240.0,1,0
1,3,65404,1,10,4,6,2,3,165.0,1,1
1,0,30762,1,5,1,3,1,1,420.0,0,0
1,3,78038,0,12,1,7,1,0,60.0,0,1
0,1,26296,1,3,2,5,1,0,105.0,0,1
0,0,61317,1,5,1,6,0,3,195.0,0,1
1,3,72482,1,9,2,4,2,4,330.0,1,1
0,2,67645,1,6,2,5,0,4,130.0,0,1
0,1,54797,0,6,3,10,2,2,170.0,0,2
0,1,13406,1,12,2,4,0,2,360.0,1,1
0,1,96130,0,10,4,3,2,1,225.0,0,1
0,1,88171,0,8,0,9,1,3,300.0,0,1
0,3,47827,0,11,4,6,0,0,195.0,0,0
1,2,85887,0,0,3,10,2,3,150.0,1,1
0,1,34188,1,11,3,6,1,0,220.0,0,1
0,3,43999,1,9,3,5,1,1,170.0,0,0
0,1,47014,1,0,1,5,0,1,135.0,1,0
0,0,55954,0,7,4,2,0,0,210.0,0,1
1,2,73819,1,3,2,0,2,0,105.0,1,1
0,3,48269,0,10,1,3,0,1,80.0,1,0
0,3,98952,0,3,3,8,2,4,180.0,0,1
0,0,44850,1,10,2,1,1,0,100.0,0,1
1,3,50109,1,0,0,3,0,1,180.0,0,1
0,1,98408,1,9,2,7,2,4,325.0,0,1
1,0,54931,0,5,4,6,1,0,75.0,1,1
1,1,29215,0,1,2,9,1,0,240.0,1,1
1,1,53943,0,1,3,0,0,2,240.0,0,0
0,0,10604,0,5,2,5,2,4,195.0,0,2
0,3,81829,0,3,3,5,2,2,195.0,0,1
1,2,60447,1,9,1,7,1,2,60.0,0,1
0,0,80657,0,1,3,2,0,2,180.0,0,1
0,3,67445,0,9,4,5,1,2,195.0,0,1
1,2,28552,0,0,2,0,2,3,420.0,0,1
0,1,97249,1,8,1,9,0,1,655.0,0,1
0,0,55084,1,1,0,3,0,0,220.0,1,1
0,3,66739,1,4,3,10,0,3,270.0,1,1
0,1,48965,1,4,0,8,0,4,150.0,0,1
0,3,26008,0,11,4,1,2,3,60.0,1,1
1,3,67786,1,1,3,0,2,1,240.0,0,1
1,2,35330,1,4,4,8,0,4,195.0,1,2
1,2,87137,0,10,0,8,0,0,300.0,0,0
1,3,47174,1,5,1,5,1,4,420.0,1,0
0,0,59979,0,2,3,6,1,0,90.0,1,0
0,3,78346,1,9,3,8,2,1,60.0,0,1
1,0,16474,1,11,0,5,0,4,130.0,1,2
1,3,33145,1,8,0,0,1,3,70.0,0,1
0,0,98239,1,11,2,7,0,3,655.0,0,1
1,1,47484,1,11,1,0,2,3,180.0,1,2
1,0,28361,1,7,1,3,0,1,100.0,0,1
1,2,25026,1,2,2,3,2,0,120.0,0,0
1,1,30845,1,10,0,5,2,4,105.0,0,1
1,3,69991,1,10,3,5,0,3,180.0,0,1
0,1,19586,0,5,3,9,0,2,160.0,0,0
0,3,65766,0,8,3,6,2,4,240.0,0,1
0,0,63881,1,6,2,3,2,1,60.0,1,1
0,1,21391,1,7,1,4,0,2,120.0,0,0
0,1,40562,0,9,3,3,0,0,225.0,1,1
0,2,45097,1,10,4,7,1,0,390.0,0,1
1,2,72286,0,6,4,0,1,3,270.0,1,1
1,1,87824,1,0,2,5,1,4,170.0,0,1
1,0,49299,1,4,0,8,0,3,105.0,0,0
